|4||   |L
58CL |5|UNIC 122.90
L08  |4|258|   |L
L08  |5|ATIS 126.57
L08  |5|UNIC 122.80
YUNG |4|266|   |L
D09  |4|833|   |L
D09  |4|829|   |L
D09  |5|UNIC 122.80
D09  |5|APR  119.60
D09  |5|DEP  119.60
DAOB |4|339|   |L
DAOB |5|TWR  118.10
DAOB |5|TWR  119.70
DAAD |4|325|   |L
DAAD |5|TWR  118.10
DAOE |4|731|   |L
DIBK |4|725|   |L
DIBK |5|GRND 121.70
DIBK |5|TWR  121.70
DIBK |5|TWR  118.90
DIBK |5|APR  120.00
DAAK |4|533|   |L
KBVU |4|.94|   |L
KBVU |4|.94|   |L
KBVU |4|953|   |L
KBVU |5|ATIS 118.47
KBVU |5|UNIC 122.70
KBDU |4|039|   |L
KBDU |4|.03|   |L
KBDU |5|ATIS 118.82
KBDU |5|UNIC 122.70
CZBB |4|078|   |L
CZBB |4|078|   |L
CZBB |5|ATIS 125.50
CZBB |5|GRND 124.30
CZBB |5|TWR  118.10
CZBB |5|TWR  127.60
CZBB |5|APR  132.30
65S  |4|721|   |L
65S  |5|UNIC 123.00
50F  |4|587|   |L
50F  |5|UNIC 123.00
50F  |5|APR  135.97
YBWO |4|.46|   |L
KELN |4|031|   |L
KELN |4|038|   |L
KELN |5|ATIS 118.37
KELN |5|UNIC 123.00
0F2  |4|606|   |L
0F2  |5|UNIC 122.80
H19  |4|373|   |L
H19  |5|UNIC 122.80
KBWG |4|958|   |L
KBWG |4|964|   |L
KBWG |5|ATIS 127.82
KBWG |5|UNIC 123.00
KLOU |4|225|   |L
KLOU |4|231|   |L
KLOU |5|UNIC 119.50
KLOU |5|UNIC 122.95
KLOU |5|CLR  118.90
KLOU |5|GRND 121.80
KLOU |5|TWR  119.50
KLOU |5|APR  123.67
KLOU |5|APR  132.07
KBPP |4|190|   |L
KBPP |5|UNIC 122.80
YBWT |4|.07|   |L
3T3  |4|043|   |L
3T3  |5|UNIC 122.80
N98  |4|209|   |L
N98  |5|UNIC 122.80
KBFA |4|172|   |L
KBFA |5|UNIC 122.80
YBOP |4|.89|   |L
LDSB |4|280|   |L
LDSB |5|TWR  118.02
LDSB |5|APR  118.02
LDSB |5|APR  120.87
41N  |4|083|   |L
41N  |5|UNIC 122.80
HL73 |4|663|   |L
NC05 |4|405|   |L
N27  |4|735|   |L
N27  |5|UNIC 123.00
N27  |5|APR  118.60
KBFD |4|809|   |L
KBFD |4|797|   |L
KBFD |5|ATIS 133.82
KBFD |5|UNIC 123.07
KBFD |4||   |L
KBFD |4||   |L
KBFD |4||   |L
KBFD |4||   |L
KBFD |4||   |L
KBFD |4||HRD|L
KBFD |4||   |L
KBFD |4||   |L
KBFD |4||   |L
KBFD |4||   |L
KBFD |4||   |L
KBFD |4||   |L
KBFD |4||   |L
KBFD |4||HRD|L
KBFD |4||   |L
KBFD |4||   |L
YBRD |4|.34|   |L
PHSF |4|761|HRD|L
PHSF |5|ATIS 124.70
PHSF |5|UNIC 126.30
PHSF |5|TWR  126.30
PHSF |5|APR  126.00
80FD |4|118|   |L
LPBR |4|585|   |L
LPBR |5|TWR  122.00
SA2X |4|.14|   |L
SA2Y |4|.32|   |L
LPBG |4|850|   |L
LPBG |5|TWR  122.30
YBDD |4|811|   |L
YBDD |4|810|   |L
KBRD |4|417|   |L
KBRD |4|394|   |L
KBRD |4|398|   |L
KBRD |5|ATIS 126.77
KBRD |5|UNIC 122.70
KBRD |5|APR  118.05
KBRD |5|DEP  118.05
KBRD |4||   |L
KBRD |4||HRD|L
KBRD |4||   |L
KBRD |4||   |L
KBRD |4||   |L
KBRD |4||HRD|L
KBRD |4||   |L
KBRD |4||   |L
KBRD |4||   |L
KBRD |4||   |L
KBRD |4||   |L
KBRD |4||   |L
KBRD |4||   |L
KBRD |4||HRD|L
KBRD |4||   |L
KBRD |4||   |L
YBMT |4|.34|   |L
KOEB |4|929|   |L
KOEB |4|931|   |L
KOEB |4|936|   |L
KOEB |5|ATIS 118.12
KOEB |5|UNIC 122.70
KOEB |5|APR  121.20
CYBR |4|907|   |L
CYBR |4|913|   |L
CYBR |4|907|   |L
CYBR |5|TWR  122.10
SA2Z |4|.19|   |L
N99  |4|989|   |L
N99  |5|UNIC 123.07
N99  |5|CLR  125.60
N99  |5|APR  124.35
6J7  |4|286|   |L
6J7  |5|UNIC 122.80
CYFD |4|123|   |L
CYFD |4|130|   |L
CYFD |4|130|   |L
CYFD |5|UNIC 122.82
4J1  |4|203|   |L
4J1  |5|UNIC 122.90
YBXH |4|846|   |L
UIBB |4|.37|   |L
UIBB |4|376|   |L
UIBB |5|GRND 121.80
UIBB |5|TWR  118.10
KBWC |4|992|   |L
KBWC |5|UNIC 122.90
KBWC |4||   |L
KBWC |4||HRD|L
KBWC |4||   |L
KBWC |4||   |L
KBWC |4||   |L
KBWC |4||   |L
KBWC |4||   |L
48I  |4|681|   |L
48I  |5|UNIC 122.90
48I  |5|APR  121.15
LW75 |4|061|   |L
I93  |4|785|   |L
I93  |5|UNIC 122.90
YBRE |4|.08|   |L
11R  |4|227|   |L
11R  |5|ATIS 121.12
11R  |5|UNIC 123.07
11R  |5|APR  134.30
11R  |5|DEP  134.30
KFNB |4|083|   |L
KFNB |5|UNIC 122.80
YEWO |4|.23|   |L
YEWO |4|240|   |L
KHDE |4|446|HRD|L
KHDE |4|451|   |L
KHDE |5|ATIS 121.32
KHDE |5|UNIC 122.80
12J  |4|049|   |L
12J  |4|051|   |L
12J  |4|056|   |L
12J  |5|ATIS 119.32
12J  |5|UNIC 122.72
LFOJ |4|983|   |L
LFOJ |5|GRND 122.10
LFOJ |5|TWR  122.10
LFOJ |5|TWR  124.80
LFOJ |5|APR  122.70
KXBP |4|180|   |L
KXBP |5|ATIS 119.22
KXBP |5|UNIC 123.00
6S1  |4|296|   |L
6S1  |5|UNIC 122.90
45G  |4|664|   |L
45G  |5|UNIC 122.90
YBTD |4|350|   |L
CO12 |4|986|   |L
ENBL |4|390|   |L
ENBL |5|TWR  118.45
SA3A |4|.93|   |L
1TE1 |4|254|   |L
KBTN |4|818|   |L
KBTN |4|813|   |L
KBTN |5|UNIC 122.80
3GE3 |4|410|   |L
00F  |4|474|   |L
00F  |5|UNIC 122.90
90F  |4|018|   |L
90F  |5|UNIC 122.90
KBBW |4|441|HRD|L
KBBW |5|ATIS 120.00
KBBW |5|UNIC 122.80
ENBN |4|454|   |L
ENBN |5|TWR  119.60
1R7  |4|601|   |L
1R7  |5|ATIS 118.12
1R7  |5|UNIC 122.80
YBOS |4|111|   |L
KBKX |4|309|   |L
KBKX |4|309|   |L
KBKX |5|UNIC 123.00
YBYN |4|.56|   |L
0V4  |4|138|   |L
0V4  |5|UNIC 122.70
0V4  |5|APR  135.00
KBKS |4|214|   |L
KBKS |4|209|   |L
KBKS |5|ATIS 118.12
KBKS |5|UNIC 122.80
KBKS |5|APR  119.90
KBKS |5|DEP  119.90
KRMY |4|251|   |L
KRMY |5|ATIS 120.02
KRMY |5|UNIC 122.80
KRMY |5|APR  119.20
6D1  |4|501|   |L
6D1  |5|UNIC 122.90
SNKO |4|.99|   |L
KGEO |4|886|   |L
KGEO |5|UNIC 122.90
KSDM |4|.57|   |L
KSDM |4|.57|   |L
KSDM |5|ATIS 132.35
KSDM |5|UNIC 126.50
KSDM |5|UNIC 122.95
KSDM |5|CLR  124.40
KSDM |5|GRND 124.40
KSDM |5|TWR  126.50
KSDM |5|TWR  128.25
KSDM |5|APR  124.35
KSDM |5|DEP  125.15
KSDM |4||   |L
KSDM |4||TRF|L
KSDM |4||   |L
KSDM |4||   |L
KSDM |4||   |L
KSDM |4||HRD|L
KSDM |4||   |L
KSDM |4||   |L
KBWD |4|801|   |L
KBWD |4|797|   |L
KBWD |5|ATIS 118.32
KBWD |5|UNIC 122.80
KMBO |4|444|   |L
KMBO |5|ATIS 119.12
KMBO |5|UNIC 122.80
KMBO |5|CLR  125.90
KMBO |5|APR  123.90
KMBO |5|APR  125.25
E30  |4|679|   |L
E30  |5|UNIC 122.90
E30  |5|APR  125.35
U63  |4|412|   |L
U63  |5|UNIC 122.90
YBRO |4|890|   |L
YBRO |4|.88|   |L
YBRO |4|.88|   |L
YBNY |4|868|   |L
YBRU |4|.63|   |L
YBRU |4|637|   |L
KSUT |4|925|   |L
KSUT |5|ATIS 124.17
KSUT |5|UNIC 123.00
KSUT |5|APR  118.25
KBQK |4|254|   |L
KBQK |5|ATIS 124.17
KBQK |5|UNIC 122.80
KBQK |5|CLR  126.75
7V5  |4|262|   |L
7V5  |5|UNIC 122.80
YBYA |4|.51|   |L
YBYA |4|522|   |L
YBYA |4|.52|   |L
YBYA |4|508|   |L
UUBP |4|224|   |L
UUBP |5|TWR  129.80
UUBP |5|APR  119.20
PAFR |4|272|   |L
PAFR |5|UNIC 125.00
PAFR |5|CLR  128.65
PAFR |5|CLR  119.40
PAFR |5|APR  118.60
KBCE |4|699|   |L
KBCE |5|ATIS 135.47
KBCE |5|UNIC 122.80
YBYO |4|.22|   |L
HLFL |4|804|   |L
PKWA |4|717|HRD|L
PKWA |5|TWR  126.20
PKWA |5|APR  126.20
KBXK |4|430|   |L
KBXK |5|ATIS 119.62
KBXK |5|UNIC 122.97
0CO2 |4|854|   |L
YBUH |4|.06|   |L
YBUH |4|081|   |L
FL59 |4|.64|   |L
FL59 |4|.63|   |L
PABL |4|983|   |L
PABL |4|983|   |L
PABL |5|ATIS 135.15
PABL |5|UNIC 122.90
PABL |5|UNIC 122.30
PABL |5|APR  119.20
KBKF |4|714|   |L
KBKF |5|ATIS 119.67
KBKF |5|GRND 121.60
KBKF |5|TWR  121.00
KBKF |5|APR  128.45
CDT5 |4|507|   |L
CDT5 |5|UNIC 123.20
YBGT |4|361|   |L
SKBN |4|881|   |L
MRBA |4|159|   |L
KBQR |4|921|   |L
KBQR |5|UNIC 123.05
H17  |4|650|   |L
H17  |5|UNIC 122.90
KBFK |4|869|   |L
KBFK |5|UNIC 122.90
FVCZ |4|.00|   |L
FVCZ |5|TWR  122.60
FVCZ |5|APR  122.60
U03  |4|593|   |L
U03  |5|UNIC 122.90
HBBA |4|.30|   |L
HBBA |5|GRND 121.90
HBBA |5|TWR  118.10
HBBA |5|APR  119.70
YBKL |4|.95|   |L
FZMA |4|.30|   |L
FZMA |5|TWR  118.90
FZMA |5|TWR  118.10
UTSB |4|761|   |L
UTSB |5|TWR  119.40
UTSB |5|TWR  120.10
UTSB |5|APR  124.60
YBUG |4|.48|   |L
YBUG |4|490|   |L
YBWM |4|.88|   |L
YBCA |4|.76|   |L
U07  |4|541|   |L
U07  |5|UNIC 122.80
YBLW |4|.61|   |L
YBUO |4|521|   |L
YBUO |4|517|   |L
YDEA |4|667|   |L
YBEB |4|.54|   |L
FZKA |4|566|   |L
FZKA |5|TWR  118.10
2R6  |4|960|   |L
2R6  |5|UNIC 122.90
2R6  |5|APR  132.05
YBUY |4|.13|   |L
YBUY |4|6.1|   |L
YBUY |4|.13|   |L
YBUY |4|6.1|   |L
VVBM |4|668|   |L
VVBM |5|TWR  130.00
VVBM |5|TWR  118.30
YBWI |4|600|   |L
VA1O |4|239|   |L
YBKW |4|215|   |L
KBXG |4|039|   |L
KBXG |5|UNIC 122.90
KBXG |5|APR  126.80
KBYI |4|537|   |L
KBYI |4|542|   |L
KBYI |5|ATIS 135.57
KBYI |5|UNIC 122.90
KBYI |5|APR  126.70
CZBA |4|444|   |L
CZBA |4|440|   |L
CZBA |5|UNIC 123.50
CZBA |5|DEP  119.30
KBUY |4|044|   |L
KBUY |5|ATIS 135.32
KBUY |5|UNIC 122.97
KBUY |5|CLR  120.25
KBUY |5|APR  118.50
KBTV |4|480|   |L
KBTV |4|463|   |L
KBTV |5|ATIS 123.80
KBTV |5|UNIC 118.30
KBTV |5|UNIC 122.95
KBTV |5|GRND 121.90
KBTV |5|TWR  118.30
KBTV |5|APR  121.10
KBTV |5|APR  126.30
KBUU |4|693|   |L
KBUU |4|685|   |L
KBUU |5|UNIC 123.05
KBUU |5|APR  125.35
KBMQ |4|732|   |L
KBMQ |5|ATIS 119.92
KBMQ |5|UNIC 122.80
KRZN |4|828|   |L
KRZN |4|819|   |L
KRZN |5|ATIS 118.32
KRZN |5|UNIC 122.80
KRZN |4||   |L
KRZN |4||TRF|L
KRZN |4||   |L
KRZN |4||   |L
KRZN |4||   |L
KRZN |4||   |L
KRZN |4||   |L
KRZN |4||   |L
KRZN |4||   |L
KRZN |4||   |L
KRZN |4||   |L
KRZN |4||   |L
KRZN |4||   |L
KRZN |4||HRD|L
KRZN |4||   |L
KRZN |4||   |L
KRZN |4||   |L
KRZN |4||HRD|L
KRZN |4||   |L
KRZN |4||   |L
VE23 |4|631|   |L
YBRJ |4|.15|   |L
YBUR |4|.30|   |L
CYDB |4|374|   |L
CYDB |5|ATIS 128.70
CYDB |5|UNIC 122.10
OIBB |4|.95|   |L
OIBB |4|.95|   |L
OIBB |5|ATIS 126.20
OIBB |5|TWR  121.90
OIBB |5|TWR  122.50
OIBB |5|TWR  119.70
OIBB |5|APR  131.40
OIBB |5|APR  122.20
YBHK |4|.25|   |L
RPVV |4|121|   |L
FZKJ |4|815|   |L
FZKJ |5|TWR  118.10
YBUT |4|.76|   |L
09A  |4|121|   |L
09A  |5|UNIC 122.80
09A  |5|APR  119.20
KBTP |4|774|   |L
KBTP |5|ATIS 133.82
KBTP |5|UNIC 122.80
KBTP |5|CLR  128.70
KBTP |5|APR  124.75
KHAO |4|366|   |L
KHAO |5|ATIS 121.42
KHAO |5|UNIC 123.05
KHAO |5|CLR  126.25
KHAO |5|APR  121.00
KBUM |4|295|   |L
KBUM |5|UNIC 122.90
6A1  |4|573|   |L
6A1  |4|565|   |L
6A1  |5|UNIC 122.90
CYKZ |4|864|   |L
CYKZ |4|857|   |L
CYKZ |5|ATIS 127.10
CYKZ |5|GRND 121.80
CYKZ |5|TWR  124.80
CYKZ |5|TWR  124.80
CYKZ |5|TWR  119.90
CYKZ |5|APR  133.40
CYKZ |5|DEP  133.40
KFCS |4|683|   |L
KFCS |5|TWR  125.50
KFCS |5|APR  124.00
RPME |4|955|   |L
RPME |5|TWR  122.00
RPME |5|TWR  123.20
YBYM |4|.68|   |L
EPBY |4|095|   |L
EPBY |4|.10|   |L
EPBY |4|105|   |L
EPBY |4|102|   |L
EPBY |5|TWR  131.00
0M8  |4|829|   |L
0M8  |5|UNIC 122.90
63XS |4|229|   |L
YBYR |4|.65|   |L
C83  |4|835|   |L
C83  |4|822|   |L
C83  |5|ATIS 123.77
C83  |5|UNIC 123.05
C83  |5|APR  123.85
WX20 |4|340|   |L
49S  |4|849|   |L
FD59 |4|872|   |L
PTRO |4|367|   |L
EDEF |4|.95|   |L
EDEF |4|951|   |L
EDEF |5|UNIC 123.20
EDEF |5|TWR  123.45
EPBB |4|670|   |L
WASO |4|.53|HRD|L
SNBI |4|.22|   |L
26Q  |4|819|   |L
YBSS |4|.73|   |L
YBSS |4|.73|   |L
YBSS |5|UNIC 118.80
MN84 |4|814|   |L
7VA9 |4|747|   |L
8FL3 |4|077|   |L
ME46 |4|410|   |L
5OR0 |4|282|   |L
07ND |4|156|   |L
EDSH |4|920|   |L
EDSH |5|TWR  126.50
ND79 |4|849|   |L
7Y3  |4|831|   |L
RPVB |4|768|   |L
RPVB |5|TWR  118.80
RPVB |5|APR  121.00
EDOB |4|902|   |L
EDOB |5|TWR  123.65
EDPB |4|564|   |L
EDPB |5|TWR  122.35
EDRF |4|472|   |L
EDRF |5|TWR  122.40
EDPC |4|930|HRD|L
EDOF |4|372|   |L
EDOF |5|TWR  122.60
EDVA |4|.85|   |L
EDVA |4|.85|   |L
EDVA |5|TWR  128.80
EDEN |4|841|   |L
EDEN |5|TWR  124.00
EDFK |4|213|   |L
EDFK |5|TWR  122.00
EDEB |4|129|   |L
EDEB |5|TWR  130.12
EDRA |4|558|   |L
EDRA |5|TWR  122.35
EDFD |4|308|   |L
EDFD |5|TWR  123.65
LSZE |4|015|   |L
EDTU |4|030|   |L
EDTU |5|TWR  123.60
EDRS |4|790|   |L
EDRS |4|788|   |L
EDRS |5|TWR  118.92
EDQB |4|509|   |L
EDQB |5|TWR  118.27
EDNH |4|015|   |L
EDNH |5|TWR  122.60
XIAB |4|405|   |L
WAMQ |4|.87|   |L
LEBZ |4|898|   |L
LEBZ |5|TWR  122.10
LEBZ |5|TWR  139.30
WAKE |4|.17|HRD|L
EDTB |4|794|   |L
EDTB |4|789|   |L
EDTB |5|TWR  121.00
YBDI |4|.32|   |L
XBAD |4|546|   |L
YBAU |4|.14|   |L
YBAU |5|UNIC 126.50
BIBI |4|100|   |L
BIBI |5|ATIS 118.10
FYBG |4|.09|   |L
FYBA |4|.41|   |L
EGNG |4|209|   |L
UIUB |4|364|   |L
FD57 |4|472|   |L
FD39 |4|157|   |L
93KY |4|473|   |L
ORBI |4|.28|   |L
ORBI |4|.26|   |L
ORBI |5|ATIS 127.25
ORBI |5|GRND 121.70
ORBI |5|TWR  131.70
ORBI |5|TWR  118.70
ORBI |5|APR  128.20
ORBI |5|DEP  131.90
VNBL |4|210|   |L
LFCB |4|803|   |L
LFAO |4|548|   |L
NC99 |4|675|   |L
WX21 |4|.71|   |L
SNBW |4|.80|   |L
7R9  |4|168|   |L
2ND5 |4|719|   |L
NV13 |4|282|   |L
LFFL |4|522|   |L
LFFL |4|514|   |L
VMU  |4|.49|   |L
VMU  |5|ATIS 127.70
FL20 |4|525|   |L
3MA2 |4|318|   |L
20TS |4|807|   |L
MT33 |4|407|   |L
2II6 |4|264|   |L
YBNS |4|.88|   |L
YBNS |4|906|   |L
YBNS |4|.89|   |L
YBNS |5|UNIC 126.70
4OI9 |4|105|   |L
EBBY |4|566|   |L
EBBY |4|567|   |L
EBBY |4|677|   |L
EBBY |5|UNIC 123.45
VNBT |4|457|   |L
WX22 |4|.14|   |L
SJYK |4|074|   |L
SJYL |4|740|   |L
WRKB |4|.81|   |L
VNBG |4|537|   |L
VNBR |4|502|   |L
32IS |4|135|   |L
PA75 |4|964|   |L
7Q2  |4|718|   |L
AR01 |4|105|   |L
KBHK |4|352|   |L
KBHK |5|ATIS 135.47
KBHK |5|UNIC 122.90
FY0E |4|.66|   |L
2PN5 |4|246|   |L
5NE6 |4|247|   |L
86WI |4|828|   |L
MI88 |4|732|   |L
WY36 |4|789|   |L
MU13 |4|061|   |L
TX61 |4|333|   |L
7LL4 |4|114|   |L
BIBK |4|015|   |L
BIBK |5|ATIS 118.10
61ND |4|947|   |L
BIBA |4|552|   |L
BIBA |4|557|   |L
BIBA |5|ATIS 118.60
NA99 |4|553|   |L
SJYM |4|835|   |L
WX23 |4|.56|   |L
WX24 |4|.42|   |L
SNBN |4|.87|   |L
YBLC |4|.53|HRD|L
YBLC |5|UNIC 127.60
MU17 |4|507|   |L
NZBA |4|.24|   |L
VA43 |4|648|   |L
3J4  |4|914|   |L
2I9  |4|553|   |L
M74  |4|300|   |L
M74  |4|298|   |L
ME14 |4|228|   |L
ME14 |4|230|   |L
SN39 |4|253|   |L
EIME |4|304|   |L
EIME |4|293|   |L
EIME |5|ATIS 122.80
EIME |5|GRND 123.10
EIME |5|TWR  123.50
EIME |5|APR  122.00
PB9  |4|264|   |L
WI14 |4|969|   |L
LFSB |4|617|   |L
LFSB |4|587|   |L
LFSB |5|ATIS 121.25
LFSB |5|ATIS 127.87
LFSB |5|GRND 121.60
LFSB |5|TWR  118.30
LFSB |5|APR  118.57
LFSB |5|APR  119.35
LFSB |5|APR  121.25
EBKH |4|179|   |L
EBKH |5|UNIC 119.20
EBKH |5|CLR  123.50
EBKH |5|GRND 122.50
EBKH |5|TWR  122.10
EBKH |5|TWR  123.80
EBKH |5|APR  129.32
YBFB |4|.26|   |L
YBFB |4|.25|   |L
YBGI |4|.15|   |L
YBGI |4|.14|   |L
YBGO |4|.14|   |L
YBGO |4|147|   |L
YBGO |5|UNIC 127.60
WALL |4|.27|   |L
WALL |5|ATIS 127.60
WALL |5|TWR  118.70
WALL |5|TWR  118.10
WALL |5|APR  120.40
WALL |5|APR  121.10
4W5  |4|137|   |L
M64  |4|876|   |L
YBAL |4|.34|   |L
YBAL |4|349|   |L
YBAL |5|UNIC 127.60
AU42 |4|.43|   |L
AU42 |5|UNIC 127.60
AU43 |4|.46|   |L
AU43 |5|UNIC 127.60
YBLT |4|505|   |L
YBLT |4|.50|   |L
YBLT |4|.51|   |L
YBLT |5|UNIC 127.75
YBLT |5|ATIS 134.05
YBLT |4||   |L
YBLT |4||   |L
YBLT |4||   |L
YBLT |4||   |L
YBLT |4||   |L
YBLT |4||HRD|L
YBLT |4||   |L
YBLT |4||   |L
YBLT |4||   |L
YBLT |4||   |L
YBLT |4||   |L
YBLT |4||   |L
YBLT |4||   |L
YBLT |4||   |L
YBLT |4|VFR|   |L
YBLT |4||HRD|L
YBLT |4||   |L
YBLT |4||   |L
YBLT |4|VFR|   |L
YBLT |4||TRF|L
YBLT |4||   |L
YBLT |4||   |L
YBLT |4||   |L
YBLT |4||HRD|L
YBLT |4||   |L
YBLT |4||   |L
YBLT |4||   |L
YBLT |4||HRD|L
YBLT |4||   |L
YBLT |4||   |L
YBLT |4||   |L
YBLT |4||HRD|L
YBLT |4||   |L
YBLT |4||   |L
YBLT |4||   |L
YBLT |4||   |L
YBLT |4||   |L
YBLT |4||   |L
YBLT |4||   |L
YBLT |4||   |L
YBLT |4||   |L
YBLT |4||   |L
YBLT |4||   |L
YBLT |4||   |L
YBLT |4||   |L
YBLT |4||   |L
YBLT |4||   |L
YBLT |4||   |L
YBLT |4||   |L
9IL8 |4|772|   |L
EDCB |4|743|   |L
YLLE |4|.41|   |L
YLLE |5|UNIC 126.70
YBIU |4|.59|   |L
YBIU |4|.59|   |L
YBIU |4|.59|   |L
YBIU |5|UNIC 126.70
YBNA |4|.83|HRD|L
YBNA |5|UNIC 121.30
YBNA |5|UNIC 124.20
YBNA |5|CLR  120.30
MA26 |4|120|   |L
PA35 |4|433|   |L
1IL6 |4|868|   |L
SCBA |4|.91|   |L
SCBA |5|GRND 121.90
SCBA |5|TWR  118.50
SCBA |5|APR  119.70
SCBA |4||   |L
SCBA |4||HRD|L
SCBA |4||   |L
SCBA |4||   |L
SCBA |4||   |L
SCBA |4||   |L
SCBA |4||TRF|L
SCBA |4||   |L
SCBA |4||   |L
SCBA |4||   |L
SDBV |4|.86|   |L
YBRN |4|.61|HRD|L
YBRN |4|4.6|   |L
YBRN |5|UNIC 126.70
SNBS |4|.52|   |L
1W2  |4|404|   |L
KBWI |4|174|   |L
KBWI |4|.18|   |L
KBWI |4|.18|   |L
KBWI |5|ATIS 127.80
KBWI |5|UNIC 122.95
KBWI |5|CLR  118.05
KBWI |5|GRND 121.90
KBWI |5|TWR  119.40
KBWI |5|APR  119.00
KBWI |5|DEP  124.55
KBWI |4||   |L
KBWI |4||   |L
KBWI |4||   |L
KBWI |4||   |L
KBWI |4||   |L
KBWI |4||HRD|L
KBWI |4||   |L
KBWI |4||   |L
EDWZ |4|724|   |L
EDWZ |5|TWR  123.05
GABS |4|526|   |L
GABS |5|TWR  118.30
EDQA |4|916|   |L
EDQA |4|923|   |L
EDQA |4|917|   |L
EDQA |4|918|   |L
EDQA |5|TWR  120.17
EDQA |5|ATIS 124.12
48T  |4|219|   |L
YBBC |4|.95|   |L
YBBC |5|UNIC 127.60
YBMY |4|.51|HRD|L
YBMY |5|UNIC 126.70
VTX2 |4|301|   |L
VTX2 |5|UNIC 122.77
AL88 |4|426|   |L
VTY0 |4|527|   |L
VTY8 |4|493|   |L
VTW0 |4|109|   |L
VTW0 |5|TWR  123.10
VTCM |4|676|   |L
VTCM |5|APR  129.60
SDOS |4|.41|   |L
SIVW |4|.71|   |L
SJYO |4|635|   |L
SJYP |4|320|   |L
WA16 |4|801|   |L
CS22 |4|191|   |L
CT14 |4|867|   |L
4WI1 |4|481|   |L
U51  |4|203|   |L
WITT |4|534|   |L
WITT |5|TWR  122.20
WNDA |4|.52|   |L
22D  |4|127|   |L
SA28 |4|854|   |L
5D9  |4|226|   |L
S05  |4|091|   |L
S05  |5|UNIC 122.80
WICC |4|.89|   |L
WICC |5|TWR  122.70
WICC |5|APR  121.00
90PN |4|015|   |L
CYBA |4|211|   |L
VTX3 |4|926|   |L
VTX3 |4|927|   |L
VTX3 |4|929|   |L
VTBT |4|230|   |L
VOBG |4|948|   |L
VOBG |5|ATIS 128.25
VOBG |5|TWR  123.50
VOBG |5|APR  127.70
VOBG |5|APR  122.70
7U9  |4|409|   |L
VTBD |4|.89|   |L
VTBD |4|.89|   |L
VTBD |5|ATIS 126.40
VTBD |5|CLR  120.40
VTBD |5|CLR  121.80
VTBD |5|CLR  125.95
VTBD |5|CLR  128.40
VTBD |5|CLR  133.40
VTBD |5|GRND 121.90
VTBD |5|GRND 122.50
VTBD |5|TWR  118.10
VTBD |5|APR  119.10
VTBD |5|APR  121.70
VTBD |5|APR  125.50
VTBS |4|.65|   |L
VTBS |4|.67|   |L
VTBS |5|ATIS 127.80
VTBS |5|GRND 121.65
VTBS |5|GRND 121.75
VTBS |5|GRND 121.95
VTBS |5|TWR  118.20
VTBS |5|TWR  119.00
VTBS |5|APR  124.70
VTBS |5|APR  122.35
VTBS |5|APR  124.35
YBNI |4|.19|HRD|L
YBNI |5|UNIC 126.70
WAOO |4|.44|   |L
WAOO |5|ATIS 128.05
WAOO |5|TWR  118.40
WAOO |5|APR  126.50
YBJW |4|.68|   |L
YBJW |4|.67|   |L
WX25 |4|384|   |L
GBYD |4|348|   |L
GBYD |5|UNIC 130.60
GBYD |5|GRND 121.90
GBYD |5|TWR  118.30
GBYD |5|APR  121.30
ME84 |4|646|   |L
YSBK |4|3.9|   |L
YSBK |4|3.9|   |L
YSBK |4|3.9|   |L
YSBK |5|ATIS 120.90
YSBK |5|UNIC 132.80
YSBK |5|GRND 119.90
YSBK |5|TWR  123.60
YSBK |5|TWR  132.80
YSBK |5|APR  128.30
YSBK |5|APR  124.55
YSBK |5|DEP  118.40
YSBK |5|DEP  129.69
KBNG |4|922|   |L
KBNG |5|UNIC 122.80
AU58 |4|.77|HRD|L
AU58 |4|.78|HRD|L
I81  |4|630|   |L
EIBN |4|668|   |L
EIBN |5|UNIC 122.40
BPD  |4|.74|   |L
BPD  |5|ATIS 127.70
5NE0 |4|159|   |L
5NE0 |4|158|   |L
37KS |4|478|   |L
PF2  |4|427|   |L
PF2  |4|427|   |L
PF2  |5|UNIC 122.80
9TX1 |4|146|   |L
TX32 |4|379|   |L
LFEU |4|865|   |L
LFEU |4||   |L
LFEU |4||   |L
LFEU |4||   |L
LFFR |4|067|   |L
LFFR |5|UNIC 123.50
LFFR |4||   |L
LFFR |4||   |L
LFFR |4||   |L
MO89 |4|177|   |L
KDLL |4|516|   |L
KDLL |4|523|   |L
KDLL |5|ATIS 118.32
KDLL |5|UNIC 123.00
KDLL |5|APR  135.45
MUBA |4|372|   |L
MUBA |5|TWR  122.50
YBAD |4|.95|HRD|L
YBAD |5|UNIC 126.70
LEMD |4|.48|   |L
LEMD |4|.53|   |L
LEMD |4|.49|   |L
LEMD |4|.53|   |L
LEMD |5|ATIS 118.25
LEMD |5|ATIS 130.85
LEMD |5|GRND 121.85
LEMD |5|TWR  118.07
LEMD |5|TWR  118.15
LEMD |5|TWR  120.15
LEMD |5|APR  124.02
LEMD |5|APR  127.50
UMMA |4|850|   |L
WXZ3 |4|256|   |L
TBPB |4|070|   |L
TBPB |5|GRND 121.90
TBPB |5|TWR  118.70
TBPB |5|APR  129.35
TBPB |5|APR  120.70
TBPB |5|APR  121.20
TBPB |5|APR  128.85
2D1  |4|973|   |L
2D1  |4|971|   |L
38MO |4|259|   |L
SD98 |4|466|   |L
